date,SampleCode,plate,area mm^2,morph,temp,pH,LightDepth,OxyRate nmol/mm2/min
14/05/2025,plateB_NF_7.8_3,plateB,1.956,NF,23,7.8,10m,1.294720519
14/05/2025,plateA_NF_7.8_2,plateA,1.411,NF,23,7.8,10m,1.294094976
14/05/2025,plateA_HF_7.8_11,plateA,1.578,HF,23,7.8,10m,1.238879041
14/05/2025,plateA_NF_7.8_6,plateA,1.552,NF,23,7.8,10m,1.236748175
14/05/2025,plateA_NF_7.8_5,plateA,1.639,NF,23,7.8,10m,1.079871739
14/05/2025,plateB_NF_7.8_2,plateB,1.75,NF,23,7.8,10m,1.07597856
14/05/2025,plateA_HF_7.8_9,plateA,1.651,HF,23,7.8,10m,1.070374359
14/05/2025,plateA_NF_7.8_2,plateA,1.411,NF,23,7.8,10m,1.035275981
14/05/2025,plateA_HF_7.8_11,plateA,1.578,HF,23,7.8,10m,0.991103233
14/05/2025,plateA_NF_7.8_6,plateA,1.552,NF,23,7.8,10m,0.98939854
14/05/2025,plateA_NF_7.8_1,plateA,4.31,NF,23,7.8,10m,0.914154822
14/05/2025,plateA_HF_7.8_5,plateA,1.619,HF,23,7.8,10m,0.879212659
14/05/2025,plateA_NF_7.8_5,plateA,1.639,NF,23,7.8,10m,0.863897391
14/05/2025,plateB_NF_7.8_2,plateB,1.75,NF,23,7.8,10m,0.860782848
14/05/2025,plateA_HF_7.8_13,plateA,1.668,HF,23,7.8,10m,0.772504382
14/05/2025,plateA_HF_7.8_14,plateA,1.622,HF,23,7.8,10m,0.744255258
14/05/2025,plateA_NF_7.8_1,plateA,4.31,NF,23,7.8,10m,0.731323858
14/05/2025,plateA_HF_7.8_5,plateA,1.619,HF,23,7.8,10m,0.703370127
14/05/2025,plateB_NF_7.8_1,plateB,3.396,NF,23,7.8,10m,0.677556935
14/05/2025,plateA_HF_7.8_10,plateA,1.455,HF,23,7.8,10m,0.647195833
14/05/2025,plateA_HF_7.8_13,plateA,1.668,HF,23,7.8,10m,0.618003506
14/05/2025,plateA_HF_7.8_8,plateA,2.017,HF,23,7.8,10m,0.604662862
14/05/2025,plateA_HF_7.8_14,plateA,1.622,HF,23,7.8,10m,0.595404206
14/05/2025,plateB_NF_7.8_1,plateB,3.396,NF,23,7.8,10m,0.542045548
14/05/2025,plateA_HF_7.8_3,plateA,2.106,HF,23,7.8,10m,0.537466476
14/05/2025,plateA_HF_7.8_10,plateA,1.455,HF,23,7.8,10m,0.517756666
14/05/2025,plateA_HF_7.8_4,plateA,3.236,HF,23,7.8,10m,0.490312299
14/05/2025,plateA_HF_7.8_8,plateA,2.017,HF,23,7.8,10m,0.48373029
14/05/2025,plateA_HF_7.8_3,plateA,2.106,HF,23,7.8,10m,0.429973181
14/05/2025,plateA_HF_7.8_4,plateA,3.236,HF,23,7.8,10m,0.392249839
14/05/2025,plateA_NF_7.8_3,plateA,3.405,NF,23,7.8,10m,0.315013987
14/05/2025,plateA_HF_7.8_1,plateA,4.916,HF,23,7.8,10m,0.307470882
14/05/2025,plateA_HF_7.8_6,plateA,1.297,HF,23,7.8,10m,0.282299145
14/05/2025,plateA_NF_7.8_3,plateA,3.405,NF,23,7.8,10m,0.252011189
14/05/2025,plateA_HF_7.8_1,plateA,4.916,HF,23,7.8,10m,0.245976705
14/05/2025,plateA_HF_7.8_6,plateA,1.297,HF,23,7.8,10m,0.225839316
14/05/2025,plateA_HF_7.8_2,plateA,2.938,HF,23,7.8,10m,0.200006371
14/05/2025,plateA_HF_7.8_2,plateA,2.938,HF,23,7.8,10m,0.160005096
14/05/2025,plateA_HF_7.8_7,plateA,2.109,HF,23,7.8,10m,0.027493383
14/05/2025,plateA_HF_7.8_7,plateA,2.109,HF,23,7.8,10m,0.021994707
14/05/2025,plateD_NF_8.2_7,plateD,0.521,NF,23,8.2,10m,5.267694997
14/05/2025,plateD_NF_8.2_7,plateD,0.521,NF,23,8.2,10m,4.2142
14/05/2025,plateD_NF_8.2_3,plateD,1.689,NF,23,8.2,10m,3.014369385
27/05/2023,med_Flu_polyp,plate 1,0.333,PF,23,8.2,10m,2.867802693
14/05/2025,plateD_NF_8.2_2,plateD,1.301,NF,23,8.2,10m,2.622935585
14/05/2025,plateD_NF_8.2_3,plateD,1.689,NF,23,8.2,10m,2.411495508
14/05/2025,plateD_NF_8.2_2,plateD,1.301,NF,23,8.2,10m,2.098348468
14/05/2025,plateC_HF_8.2_7,plateC,1.913,HF,23,8.2,10m,1.725445625
14/05/2025,plateC_HF_8.2_8,plateC,1.411,HF,23,8.2,10m,1.662655881
08/04/2025,plateE_HF_control_6,plateE,1.202,HF,23,8.2,10m,1.6257
25/07/2023,high_Flu_polyp,plate 1,0.647,HF,23,8.2,10m,1.620603572
14/05/2025,plateC_HF_8.2_2,plateC,1.259,HF,23,8.2,10m,1.585159734
14/05/2025,plateC_HF_8.2_13,plateC,3.246,HF,23,8.2,10m,1.512487326
25/07/2023,med_Flu_polyp_5,plate 1,1.003,PF,23,8.2,10m,1.509365719
14/05/2025,plateC_HF_8.2_14,plateC,2.17,HF,23,8.2,10m,1.464400666
14/05/2025,plateD_NF_8.2_5,plateD,1.115,NF,23,8.2,10m,1.443727496
14/05/2025,plateD_NF_8.2_8,plateD,1.263,NF,23,8.2,10m,1.399497436
27/05/2023,med_Flu_polyp,plate 1,0.617,PF,23,8.2,10m,1.394723259
14/05/2025,plateC_HF_8.2_7,plateC,1.913,HF,23,8.2,10m,1.3803565
27/05/2023,med_Flu_polyp,plate 1,0.834,PF,23,8.2,10m,1.364860862
27/05/2023,high_Flu_polyp,plate 1,0.611,HF,23,8.2,10m,1.344343387
14/05/2025,plateD_NF_8.2_4,plateD,1.227,NF,23,8.2,10m,1.334579564
27/05/2023,med_Flu_polyp,plate 1,1.587,PF,23,8.2,10m,1.331672195
14/05/2025,plateC_HF_8.2_8,plateC,1.411,HF,23,8.2,10m,1.330124705
08/04/2025,plateE_HF_control_6,plateE,1.202,HF,23,8.2,10m,1.3006
08/04/2024,plateA_HF_27C_3,plateA,3.812,HF,23,8.2,10m,1.3006
08/04/2025,plateE_HF_control_9,plateE,2.048,HF,23,8.2,10m,1.2901
14/05/2025,plateC_HF_8.2_2,plateC,1.259,HF,23,8.2,10m,1.268127787
08/04/2025,plateE_HF_control_7,plateE,1.373,HF,23,8.2,10m,1.2602
25/07/2023,med_Flu_polyp_1,plate 1,0.684,PF,23,8.2,10m,1.246431061
14/05/2025,plateC_HF_8.2_1,plateC,1.861,HF,23,8.2,10m,1.229636027
14/05/2025,plateC_HF_8.2_13,plateC,3.246,HF,23,8.2,10m,1.209989861
08/04/2025,plateE_HF_control_4,plateE,1.684,HF,23,8.2,10m,1.2005
27/05/2023,high_Flu_polyp,plate 1,0.939,HF,23,8.2,10m,1.191136116
14/05/2025,plateC_HF_8.2_14,plateC,2.17,HF,23,8.2,10m,1.171520533
14/05/2025,plateD_NF_8.2_5,plateD,1.115,NF,23,8.2,10m,1.154981997
14/05/2025,plateD_NF_8.2_1,plateD,1.665,NF,23,8.2,10m,1.132451164
14/05/2025,plateD_NF_8.2_8,plateD,1.263,NF,23,8.2,10m,1.119597949
14/05/2025,plateD_NF_8.2_6,plateD,2.434,NF,23,8.2,10m,1.112170345
27/05/2023,med_Flu_polyp,plate 1,0.784,PF,23,8.2,10m,1.110603728
14/05/2025,plateD_NF_8.2_4,plateD,1.227,NF,23,8.2,10m,1.067663651
14/05/2025,plateC_HF_8.2_10,plateC,1.004,HF,23,8.2,10m,1.057360491
07/04/2024,plate2_96e,plate 2,2.93,NF,23,8.2,10m,1.0562
27/05/2023,high_Flu_polyp,plate 1,0.761,HF,23,8.2,10m,1.043162105
08/04/2024,plateF_NF_control_2,plateF,1.971,NF,23,8.2,10m,1.0321
08/04/2025,plateE_HF_control_9,plateE,2.048,HF,23,8.2,10m,1.0321
25/07/2023,med_Flu_polyp_3,plate 1,0.911,PF,23,8.2,10m,1.031251556
14/05/2025,plateC_HF_8.2_7,plateC,3.214,HF,23,8.2,10m,1.026999839
08/04/2025,plateE_HF_control_15,plateE,2.273,HF,23,8.2,10m,1.0253
08/04/2025,plateE_HF_control_7,plateE,1.373,HF,23,8.2,10m,1.0081
08/04/2024,plateA_HF_27C_10,plateA,3.03,HF,23,8.2,10m,1.0081
14/05/2025,plateC_HF_8.2_11,plateC,3.993,HF,23,8.2,10m,1.00187833
14/05/2025,plateC_HF_8.2_1,plateC,1.861,HF,23,8.2,10m,0.983708821
08/04/2025,plateE_NF_control_1,plateE,1.603,NF,23,8.2,10m,0.9639
08/04/2025,plateE_HF_control_4,plateE,1.684,HF,23,8.2,10m,0.9604
08/04/2024,plateF_NF_control_7,plateF,1.971,NF,23,8.2,10m,0.9604
27/05/2023,med_Flu_polyp,plate 1,0.514,PF,23,8.2,10m,0.955430468
07/04/2024,plate4_42a,plate 4,1.91,NF,23,8.2,10m,0.954117778
08/04/2025,plateE_HF_control_10,plateE,4.181,HF,23,8.2,10m,0.9333
25/07/2023,med_Flu_polyp_4,plate 1,0.982,PF,23,8.2,10m,0.907070144
14/05/2025,plateD_NF_8.2_1,plateD,1.665,NF,23,8.2,10m,0.905960931
08/04/2025,plateE_HF_control_13,plateE,2.162,HF,23,8.2,10m,0.9018
14/05/2025,plateD_NF_8.2_6,plateD,2.434,NF,23,8.2,10m,0.889736276
07/04/2024,plate4_34a,plate 4,1.703,HF,23,8.2,10m,0.886746685
14/05/2025,plateC_HF_8.2_6,plateC,2.916,HF,23,8.2,10m,0.863780284
27/05/2023,med_Flu_polyp,plate 1,1.23,PF,23,8.2,10m,0.858256631
14/05/2025,plateC_HF_8.2_10,plateC,1.004,HF,23,8.2,10m,0.845888393
14/05/2025,plateC_HF_8.2_7,plateC,3.214,HF,23,8.2,10m,0.821599871
08/04/2024,plateA_HF_27C_1,plateA,1.292,HF,23,8.2,10m,0.8202
08/04/2025,plateE_HF_control_15,plateE,2.273,HF,23,8.2,10m,0.8202
08/04/2025,plateE_HF_control_8,plateE,3.69,HF,23,8.2,10m,0.8139
08/04/2025,plateE_HF_control_3,plateE,1.621,HF,23,8.2,10m,0.8032
14/05/2025,plateC_HF_8.2_11,plateC,3.993,HF,23,8.2,10m,0.801502664
27/05/2023,high_Flu_polyp,plate 1,0.529,HF,23,8.2,10m,0.800125567
27/05/2023,high_Flu_polyp,plate 1,1.141,HF,23,8.2,10m,0.784896955
14/05/2025,plateD_NF_8.2_10,plateD,2.767,NF,23,8.2,10m,0.773673047
08/04/2025,plateE_NF_control_1,plateE,1.603,NF,23,8.2,10m,0.7711
08/04/2024,plateA_HF_27C_2,plateA,6.021,HF,23,8.2,10m,0.771086707
08/04/2025,plateE_NF_control_2,plateE,1.833,NF,23,8.2,10m,0.7475
08/04/2024,plateF_NF_control_5,plateF,1.623,NF,23,8.2,10m,0.7466
08/04/2025,plateE_HF_control_10,plateE,4.181,HF,23,8.2,10m,0.7466
08/04/2025,plateE_HF_control_11,plateE,2.271,HF,23,8.2,10m,0.7319
07/04/2024,plate2_4c,plate 2,2.422,HF,23,8.2,10m,0.727267515
08/04/2025,plateE_HF_control_13,plateE,2.162,HF,23,8.2,10m,0.7214
08/04/2024,plateF_NF_control_1,plateF,2.205,NF,23,8.2,10m,0.7214
07/04/2024,plate4_41c,plate 4,4.331,PF,23,8.2,10m,0.705111364
14/05/2025,plateC_HF_8.2_6,plateC,2.916,HF,23,8.2,10m,0.691024227
08/04/2025,plateE_HF_control_1,plateE,2.118,HF,23,8.2,10m,0.6823
08/04/2025,plateE_HF_control_8,plateE,3.69,HF,23,8.2,10m,0.6511
08/04/2024,plateE_HF_control_7,plateE,1.373,HF,23,8.2,10m,0.6426
08/04/2025,plateE_HF_control_3,plateE,1.621,HF,23,8.2,10m,0.6426
07/04/2024,plate4_41a,plate 4,2.895,PF,23,8.2,10m,0.638675245
14/05/2025,plateD_NF_8.2_9,plateD,3.367,NF,23,8.2,10m,0.628967328
14/05/2025,plateC_HF_8.2_5,plateC,4.105,HF,23,8.2,10m,0.620949992
14/05/2025,plateD_NF_8.2_10,plateD,2.767,NF,23,8.2,10m,0.618938438
11/06/2024,plate1_38e,plate 1,2.474,PF,23,8.2,10m,0.60021799
14/05/2025,plateC_HF_8.2_12,plateC,5.988,HF,23,8.2,10m,0.598889216
08/04/2025,plateE_NF_control_2,plateE,1.833,NF,23,8.2,10m,0.598
08/04/2024,plateA_HF_27C_9,plateA,1.89,HF,23,8.2,10m,0.598
08/04/2025,plateE_HF_control_11,plateE,2.271,HF,23,8.2,10m,0.5855
08/04/2024,plateA_HF_27C_7,plateA,6.002,HF,23,8.2,10m,0.585507239
25/07/2023,med_Flu_polyp_7,plate 1,0.681,NF,23,8.2,10m,0.574239312
14/05/2025,plateC_HF_8.2_1,plateC,4.169,HF,23,8.2,10m,0.548897252
08/04/2024,plateA_HF_27C_8,plateA,1.325,HF,23,8.2,10m,0.5459
08/04/2025,plateE_HF_control_1,plateE,2.118,HF,23,8.2,10m,0.5459
07/04/2024,plate2_4b,plate 2,10.467,HF,23,8.2,10m,0.53615193
07/04/2024,plate4_41b,plate 4,4.18,PF,23,8.2,10m,0.532562667
14/05/2025,plateD_NF_8.2_9,plateD,3.367,NF,23,8.2,10m,0.503173862
14/05/2025,plateC_HF_8.2_5,plateC,4.105,HF,23,8.2,10m,0.496759994
27/05/2023,med_Flu_polyp,plate 1,1.157,PF,23,8.2,10m,0.493558561
07/04/2024,plate2_5a,plate 2,2.966,PF,23,8.2,10m,0.480044918
14/05/2025,plateC_HF_8.2_12,plateC,5.988,HF,23,8.2,10m,0.479111373
27/05/2023,med_Flu_polyp,plate 1,0.693,PF,23,8.2,10m,0.477353385
14/05/2025,plateC_HF_8.2_4,plateC,3.461,HF,23,8.2,10m,0.472343087
14/05/2025,plateC_HF_8.2_3,plateC,3.147,HF,23,8.2,10m,0.462068198
14/05/2025,plateC_HF_8.2_1,plateC,4.169,HF,23,8.2,10m,0.439117802
07/04/2024,plate1_97a,plate 1,2.838,HF,23,8.2,10m,0.437272762
07/04/2024,plate5_41f,plate 5,4.665,PF,23,8.2,10m,0.390427101
14/05/2025,plateC_HF_8.2_4,plateC,3.461,HF,23,8.2,10m,0.37787447
14/05/2025,plateC_HF_8.2_3,plateC,3.147,HF,23,8.2,10m,0.369654558
11/06/2024,plate1_38c,plate 1,4.799,PF,23,8.2,10m,0.366447472
08/04/2025,plateE_HF_control_5,plateE,2.182,HF,23,8.2,10m,0.3587
27/05/2023,med_Flu_polyp,plate 1,1.385,PF,23,8.2,10m,0.336041533
27/05/2023,med_Flu_polyp,plate 1,0.596,PF,23,8.2,10m,0.335438959
25/07/2023,med_Flu_polyp_8,plate 1,0.771,PF,23,8.2,10m,0.319012201
08/04/2025,plateF_NF_control_5,plateF,1.623,NF,23,8.2,10m,0.3059
08/04/2025,plateE_HF_control_5,plateE,2.182,HF,23,8.2,10m,0.2869
08/04/2024,plateF_NF_control_4,plateF,3.582,NF,23,8.2,10m,0.2869
07/04/2024,plate1_7d,plate 1,4.698,HF,23,8.2,10m,0.248127126
07/04/2024,plate1_9b,plate 1,5.596,NF,23,8.2,10m,0.245715747
08/04/2025,plateF_NF_control_5,plateF,1.623,NF,23,8.2,10m,0.2447
08/04/2024,plateB_NF_27C_13,plateB,5.307,NF,23,8.2,10m,0.244685644
08/04/2025,plateF_NF_control_7,plateF,1.971,NF,23,8.2,10m,0.2349
07/04/2024,plate5_41d,plate 5,3.806,PF,23,8.2,10m,0.227970737
11/06/2024,plate1_38b,plate 1,2.352,PF,23,8.2,10m,0.208062037
08/04/2025,plateF_NF_control_1,plateF,2.205,NF,23,8.2,10m,0.189
08/04/2025,plateF_NF_control_7,plateF,1.971,NF,23,8.2,10m,0.1879
08/04/2024,plateA_HF_27C_6,plateA,2.514,HF,23,8.2,10m,0.1879
07/04/2024,plate2_99a,plate 2,4.548,NF,23,8.2,10m,0.171618923
07/04/2024,plate4_35a,plate 4,4.249,PF,23,8.2,10m,0.17035588
08/04/2025,plateF_NF_control_3,plateF,2.351,NF,23,8.2,10m,0.1588
08/04/2024,plateA_HF_27C_1,plateA,1.292,HF,23,8.2,10m,0.1512
08/04/2025,plateF_NF_control_1,plateF,2.205,NF,23,8.2,10m,0.1512
07/04/2024,plate2_4d,plate 2,5.016,HF,23,8.2,10m,0.133106486
11/06/2024,plate1_38d,plate 1,3.622,PF,23,8.2,10m,0.130141245
08/04/2025,plateF_NF_control_3,plateF,2.351,NF,23,8.2,10m,0.127
08/04/2024,plateB_NF_27C_3,plateB,3.536,NF,23,8.2,10m,0.127
08/04/2025,plateE_HF_control_2,plateE,1.18,HF,23,8.2,10m,0.1252
27/05/2023,high_Flu_polyp,plate 1,0.958,HF,23,8.2,10m,0.122043797
11/06/2024,plate1_36a,plate 1,4.611,NF,23,8.2,10m,0.113460242
07/04/2024,plate5_41e,plate 5,8.723,PF,23,8.2,10m,0.111566957
11/06/2024,plate1_38a,plate 1,2.885,PF,23,8.2,10m,0.109608566
11/06/2024,plate1_38f,plate 1,2.925,PF,23,8.2,10m,0.102183258
08/04/2025,plateE_HF_control_2,plateE,1.18,HF,23,8.2,10m,0.1002
08/04/2024,plateA_HF_27C_4,plateA,4.247,HF,23,8.2,10m,0.1002
07/04/2024,plate4_35b,plate 4,3.344,PF,23,8.2,10m,0.099393135
07/04/2024,plate1_7b,plate 1,5.183,HF,23,8.2,10m,0.078445464
07/04/2024,plate1_9a,plate 1,5.535,NF,23,8.2,10m,0.036522964
07/04/2024,plate1_7c,plate 1,5.047,HF,23,8.2,10m,0.032041253
08/04/2025,plateE_HF_control_14,plateE,2.189,HF,23,8.2,10m,0.0313
07/04/2024,plate2_96c,plate 2,4.624,NF,23,8.2,10m,0.028813599
08/04/2025,plateE_HF_control_14,plateE,2.189,HF,23,8.2,10m,0.025
08/04/2024,plateF_NF_control_3,plateF,2.351,NF,23,8.2,10m,0.025
07/04/2024,plate1_3a,plate 1,2.212,NF,23,8.2,10m,0.024418531
07/04/2024,plate2_96d,plate 2,5.925,NF,23,8.2,10m,0.016802198
07/04/2024,plate2_96b,plate 2,2.478,NF,23,8.2,10m,0.016079711
07/04/2024,plate2_5f,plate 2,4.111,PF,23,8.2,10m,0.0118
07/04/2024,plate1_6b,plate 1,3.675,NF,23,8.2,10m,0.010059366
07/04/2024,plate2_5d,plate 2,4.955,PF,23,8.2,10m,0.005922256
07/04/2024,plate2_5e,plate 2,5.076,PF,23,8.2,10m,0.004878325
27/05/2023,med_Flu_polyp,plate 1,0.871,PF,23,8.2,10m,0.000106077
14/05/2025,plateA_HF_7.8_12,plateA,1.115,HF,23,7.8,10m,1.887957931
07/04/2024,plate2_96e,plate 2,2.93,NF,23,8.2,10m,1.0562
14/05/2025,plateB_NF_7.6_2,plateB,1.923,NF,23,7.6,10m,1.579361205
14/05/2025,plateC_NF_7.6_4,plateC,3.087,NF,23,7.6,10m,1.052931635
14/05/2025,plateB_NF_7.6_3,plateB,2.887,NF,23,7.6,10m,0.640340612
